apparentTemperature,cloudCover,dewPoint,humidity,icon,precipIntensity,precipProbability,pressure,summary,temperature,time,visibility,windBearing,windSpeed,precipType,precipAccumulation
36.49,0.78,37.34,0.86,partly-cloudy-day,0,0,996.03,Mostly Cloudy,41.27,1488456000,4.66,244,7.33,,
34.86,0.72,37.39,0.89,partly-cloudy-day,0,0,996.67,Mostly Cloudy,40.47,1488459600,5.58,263,8.61,,
33.1,0.72,37.04,0.88,partly-cloudy-day,0.0024,0.16,997.64,Mostly Cloudy,40.19,1488463200,6.39,277,11.95,rain,
34.51,0.44,36.46,0.83,partly-cloudy-day,0.001,0.1,998.59,Partly Cloudy,41.33,1488466800,7.97,284,12.04,rain,
33.21,0.31,34.59,0.81,partly-cloudy-day,0,0,999.73,Partly Cloudy,40.09,1488470400,8.29,276,11.32,,
32.87,0.34,33.55,0.82,partly-cloudy-night,0,0,1000.86,Partly Cloudy,38.71,1488474000,8.46,269,8.29,,
32.33,0.62,34.21,0.84,partly-cloudy-night,0,0,1001.82,Mostly Cloudy,38.74,1488477600,8.29,255,9.44,,
31.62,0.34,34.38,0.86,partly-cloudy-night,0,0,1002.58,Partly Cloudy,38.17,1488481200,9.37,251,9.47,,
30.46,0.39,34.36,0.87,partly-cloudy-night,0,0,1003.23,Partly Cloudy,37.95,1488484800,9.37,253,11.5,,
30.65,0.27,34.62,0.88,partly-cloudy-night,0,0,1003.89,Partly Cloudy,37.75,1488488400,8.46,253,10.45,,
29.98,0.39,35.41,0.92,partly-cloudy-night,0,0,1004.51,Partly Cloudy,37.57,1488492000,8.37,248,11.52,,
