apparentTemperature,cloudCover,dewPoint,humidity,icon,precipIntensity,precipProbability,pressure,summary,temperature,time,visibility,windBearing,windSpeed,precipType,precipAccumulation
37.11,0.14,39.02,0.94,clear-night,0,0,1010.06,Clear,40.73,1483225200,5.31,253,5.29,,
36.62,0.14,38.63,0.93,clear-night,0,0,1010.06,Clear,40.37,1483228800,5.57,259,5.39,,
36.08,0.14,38.24,0.93,clear-night,0,0,1010.06,Clear,40.02,1483232400,5.83,265,5.55,,
35.51,0.14,37.85,0.93,clear-night,0,0,1010.06,Clear,39.66,1483236000,6.09,270,5.77,,
34.91,0.14,37.46,0.93,clear-night,0,0,1010.06,Clear,39.3,1483239600,6.35,275,6.03,,
34.28,0.14,37.07,0.93,clear-night,0,0,1010.06,Clear,38.95,1483243200,6.61,280,6.34,,
33.63,0.14,36.68,0.93,clear-night,0,0,1010.06,Clear,38.59,1483246800,6.87,284,6.69,,
32.97,0.14,36.29,0.93,clear-night,0,0,1010.06,Clear,38.23,1483250400,7.13,288,7.06,,
32.3,0.14,35.9,0.93,clear-night,0,0,1010.06,Clear,37.88,1483254000,7.39,291,7.47,,
31.63,0.14,35.51,0.92,clear-day,0,0,1010.06,Clear,37.52,1483257600,7.65,294,7.89,,
30.95,0.14,35.13,0.92,clear-day,0,0,1010.06,Clear,37.17,1483261200,7.91,297,8.34,,
29.91,0.21,34.77,0.94,clear-day,0,0,1009.85,Clear,36.28,1483264800,8.98,300,8.26,,
28.28,0.14,34.12,0.97,clear-day,0,0,1009.77,Clear,34.91,1483268400,8.89,297,8.2,,
28.23,0,33.63,0.93,clear-day,0,0,1010.03,Clear,35.32,1483272000,9.11,302,9.22,,
27.25,0.07,31.45,0.88,clear-day,0,0,1010.58,Clear,34.68,1483275600,9.28,326,9.6,,
26.22,0.1,30.61,0.87,clear-day,0,0,1010.84,Clear,34.12,1483279200,9.65,340,10.3,,
26.2,0.22,29.55,0.83,clear-night,0,0,1011.15,Clear,34.07,1483282800,8.44,343,10.18,,
26.06,0.07,28.75,0.82,clear-night,0,0,1011.3,Clear,33.59,1483286400,9.65,340,9.29,,
24.52,0.13,28.67,0.85,clear-night,0,0,1011.84,Clear,32.58,1483290000,9.68,335,9.85,,
25.26,0.14,27.85,0.82,clear-night,0,0,1012.47,Clear,32.74,1483293600,8.55,329,8.84,,
25.1,0,27.3,0.8,clear-night,0,0,1013.22,Clear,32.67,1483297200,8.55,328,8.98,,
26.06,0.1,26.79,0.76,clear-night,0,0,1013.47,Clear,33.64,1483300800,9.7,329,9.4,,
28.43,0,26.18,0.7,clear-night,0,0,1013.48,Clear,35.12,1483304400,9.68,325,8.38,,
29.21,0.17,25.99,0.66,clear-night,0,0,1013.55,Clear,36.21,1483308000,9.68,323,9.45,,
29.91,0.21,34.77,0.94,clear-night,0,0,1009.85,Clear,36.28,1483311600,8.98,300,8.26,,
28.28,0.14,34.12,0.97,clear-night,0,0,1009.77,Clear,34.91,1483315200,8.89,297,8.2,,
28.23,0,33.63,0.93,clear-night,0,0,1010.03,Clear,35.32,1483318800,9.11,302,9.22,,
27.25,0.07,31.45,0.88,clear-night,0,0,1010.58,Clear,34.68,1483322400,9.28,326,9.6,,
26.22,0.1,30.61,0.87,clear-night,0,0,1010.84,Clear,34.12,1483326000,9.65,340,10.3,,
26.2,0.22,29.55,0.83,clear-night,0,0,1011.15,Clear,34.07,1483329600,8.44,343,10.18,,
26.06,0.07,28.75,0.82,clear-night,0,0,1011.3,Clear,33.59,1483333200,9.65,340,9.29,,
24.52,0.13,28.67,0.85,clear-night,0,0,1011.84,Clear,32.58,1483336800,9.68,335,9.85,,
25.26,0.14,27.85,0.82,clear-night,0,0,1012.47,Clear,32.74,1483340400,8.55,329,8.84,,
25.1,0,27.3,0.8,clear-day,0,0,1013.22,Clear,32.67,1483344000,8.55,328,8.98,,
26.06,0.1,26.79,0.76,clear-day,0,0,1013.47,Clear,33.64,1483347600,9.7,329,9.4,,
28.43,0,26.18,0.7,clear-day,0,0,1013.48,Clear,35.12,1483351200,9.68,325,8.38,,
29.21,0.17,25.99,0.66,clear-day,0,0,1013.55,Clear,36.21,1483354800,9.68,323,9.45,,
29.42,0.16,25.91,0.64,clear-day,0,0,1013.64,Clear,36.82,1483358400,8.48,316,10.62,,
30.09,0.33,27.42,0.68,partly-cloudy-day,0,0,1013.66,Partly Cloudy,36.86,1483362000,8.55,321,9.28,,
30.31,0.23,27.33,0.7,clear-day,0,0,1013.58,Clear,36.31,1483365600,8.33,315,7.64,,
27.74,0.1,26.47,0.72,clear-night,0,0,1013.73,Clear,34.64,1483369200,8.65,294,8.57,,
26.69,0,26.42,0.77,clear-night,0,0,1013.81,Clear,32.68,1483372800,9.65,275,6.47,,
25.75,0,26.89,0.8,clear-night,0,0,1014,Clear,32.33,1483376400,9.65,265,7.21,,
25.57,0,27.58,0.84,clear-night,0,0,1013.82,Clear,31.97,1483380000,9.65,272,6.85,,
25.23,0,27.58,0.86,clear-night,0,0,1013.91,Clear,31.19,1483383600,9.65,272,6.04,,
24.21,0,27.03,0.88,clear-night,0,0,1013.97,Clear,30.24,1483387200,9.38,265,5.91,,
23.99,0,27.24,0.88,clear-night,0,0,1013.91,Clear,30.33,1483390800,8.97,278,6.31,,
23.38,0.1,27.27,0.9,clear-night,0,0,1013.71,Clear,29.8,1483394400,9.16,289,6.29,,
22.56,0.17,27.6,0.94,clear-night,0,0,1013.59,Clear,29.19,1483398000,8.74,281,6.41,,
23.64,0.27,28.5,0.95,partly-cloudy-night,0,0,1013.69,Partly Cloudy,29.65,1483401600,8.1,274,5.75,,
23.37,0.42,29.69,0.97,partly-cloudy-night,0,0,1012.94,Partly Cloudy,30.36,1483405200,8.27,265,7.21,,
25.08,0.79,30.93,0.95,partly-cloudy-night,0,0,1012.65,Mostly Cloudy,32.3,1483408800,7.22,266,8.2,,
25.87,0.83,31.69,0.95,partly-cloudy-night,0,0,1012.36,Mostly Cloudy,33,1483412400,7.86,270,8.33,,
25.64,0.75,32.12,0.97,partly-cloudy-night,0,0,1011.68,Mostly Cloudy,32.75,1483416000,7.77,262,8.2,,
26.3,0.79,32.3,0.95,partly-cloudy-night,0,0,1011.09,Mostly Cloudy,33.59,1483419600,7.89,250,8.83,,
26.88,0.78,33.38,0.95,partly-cloudy-night,0,0,1010.4,Mostly Cloudy,34.75,1483423200,7.8,252,10.54,,
27.81,0.83,34.45,0.96,partly-cloudy-night,0,0,1009.61,Mostly Cloudy,35.4,1483426800,8.3,252,10.28,,
28.64,0.79,35.43,0.96,partly-cloudy-day,0.0014,0.07,1009.05,Mostly Cloudy,36.45,1483430400,6.7,254,11.37,rain,
29.45,0.98,36.44,0.97,cloudy,0.0017,0.17,1008.31,Overcast,37.29,1483434000,6.59,252,11.99,rain,
30.03,0.83,37.14,0.96,partly-cloudy-day,0,0,1006.97,Mostly Cloudy,38.09,1483437600,7.24,251,13.1,,
31.07,0.98,38.1,0.97,cloudy,0,0,1005.63,Overcast,38.95,1483441200,7.09,251,13.24,,
32.47,0.97,38.8,0.95,cloudy,0.0016,0.16,1003.87,Overcast,39.98,1483444800,6.65,238,12.99,rain,
33.31,0.94,39.53,0.96,cloudy,0.0063,0.25,1001.81,Overcast,40.67,1483448400,3.51,237,13.09,rain,
33.97,0.94,40.86,0.96,cloudy,0.0075,0.25,999.93,Overcast,41.98,1483452000,5.33,255,16.44,rain,
35.52,0.88,42.42,0.95,partly-cloudy-night,0.0032,0.16,998.37,Mostly Cloudy,43.67,1483455600,6.68,260,19,rain,
35.93,0.72,42,0.93,partly-cloudy-night,0.0008,0.08,996.68,Mostly Cloudy,43.87,1483459200,7.74,261,18.35,rain,
35.99,0.75,41.39,0.9,partly-cloudy-night,0,0,995.59,Mostly Cloudy,44.14,1483462800,8.38,268,19.66,,
35.03,0.78,39.65,0.84,wind,0.0018,0.09,995.1,Breezy and Mostly Cloudy,44.14,1483466400,8.12,285,24.4,rain,
33.79,0.72,37.45,0.81,wind,0,0,994.29,Breezy and Mostly Cloudy,42.97,1483470000,7.92,288,22.73,,
32.85,0.75,33.9,0.71,wind,0,0,993.53,Breezy and Mostly Cloudy,42.47,1483473600,8.42,291,24.15,,
31.21,0.37,32.43,0.71,wind,0,0,992.9,Breezy and Partly Cloudy,41.21,1483477200,7.66,291,23.97,,
29.69,0.31,30.96,0.7,wind,0,0,992.5,Breezy and Partly Cloudy,40.03,1483480800,7.14,295,23.72,,
28.39,0.3,30.08,0.7,wind,0,0,991.71,Breezy and Partly Cloudy,39.12,1483484400,7.71,297,24.18,,
27.82,0.39,30.75,0.73,wind,0,0,991.15,Breezy and Partly Cloudy,38.77,1483488000,7.94,295,24.61,,
27.73,0.45,31.82,0.76,wind,0,0,990.67,Breezy and Partly Cloudy,38.59,1483491600,7.79,294,23.91,,
27.82,0.42,32.63,0.81,partly-cloudy-night,0,0,989.85,Partly Cloudy,38.08,1483495200,7.33,284,20.56,,
28.84,0.75,34.12,0.83,partly-cloudy-night,0,0,988.48,Mostly Cloudy,38.88,1483498800,7.09,278,20.71,,
29.04,0.72,34.27,0.82,wind,0.0014,0.07,987.38,Breezy and Mostly Cloudy,39.3,1483502400,7.15,292,22.22,rain,
30.01,0.75,33.07,0.77,partly-cloudy-night,0.0025,0.16,987.6,Mostly Cloudy,39.66,1483506000,9.22,316,20.11,rain,
29.62,0.36,30.98,0.71,partly-cloudy-night,0.0018,0.09,988.49,Partly Cloudy,39.48,1483509600,8.48,323,20.76,rain,
27.06,0.4,28.04,0.68,wind,0,0,989.48,Breezy and Partly Cloudy,37.75,1483513200,8.21,330,21.95,,
24.18,0.55,27.17,0.7,wind,0,0,991.31,Windy and Partly Cloudy,36.14,1483516800,8.38,344,25.22,,
23.43,0.7,27.78,0.74,wind,0,0,993.35,Breezy and Mostly Cloudy,35.26,1483520400,8.48,347,23.32,,
23.91,0.75,28.65,0.76,wind,0,0,995.4,Breezy and Mostly Cloudy,35.49,1483524000,8.38,351,22.59,,
24.35,0.69,27.09,0.71,partly-cloudy-day,0,0,997.18,Mostly Cloudy,35.58,1483527600,8.38,357,21.29,,
24.64,0.7,26.07,0.68,partly-cloudy-day,0,0,998.78,Mostly Cloudy,35.63,1483531200,8.48,2,20.42,,
24.57,0.88,24.45,0.64,partly-cloudy-day,0,0,1000.43,Mostly Cloudy,35.3,1483534800,8.38,3,19.06,,
24.65,0.72,23.94,0.63,partly-cloudy-day,0,0,1002.03,Mostly Cloudy,35.11,1483538400,8.38,0,17.9,,
24.27,0.69,24.55,0.66,partly-cloudy-night,0,0,1003.46,Mostly Cloudy,34.56,1483542000,8.38,1,16.85,,
22.82,0.69,23.15,0.65,partly-cloudy-night,0,0,1005.02,Mostly Cloudy,33.62,1483545600,8.13,10,17.58,,
22.41,0.75,21.2,0.61,partly-cloudy-night,0,0,1006.47,Mostly Cloudy,33.12,1483549200,8.13,19,16.84,,
20.28,0.39,20.05,0.61,partly-cloudy-night,0,0,1008.28,Partly Cloudy,31.75,1483552800,8.13,18,17.94,,
19.02,0.36,19.14,0.62,partly-cloudy-night,0,0,1010.05,Partly Cloudy,30.5,1483556400,8.33,24,16.81,,
18.01,0.34,17.85,0.61,partly-cloudy-night,0,0,1011.69,Partly Cloudy,29.5,1483560000,8.33,27,15.99,,
16.53,0.25,16.36,0.61,partly-cloudy-night,0,0,1013.68,Partly Cloudy,28.13,1483563600,8.33,28,15.27,,
14.79,0,15.32,0.62,clear-night,0,0,1015.5,Clear,26.75,1483567200,9.63,28,15.17,,
14.07,0,15.58,0.64,clear-night,0,0,1017.23,Clear,25.96,1483570800,8.33,25,14.46,,
12.48,0,14.9,0.66,clear-night,0,0,1018.75,Clear,24.65,1483574400,9.63,26,14.28,,
11.41,0.15,14.27,0.66,clear-night,0,0,1020.38,Clear,23.85,1483578000,9.63,22,14.39,,
9.86,0.39,14.13,0.69,partly-cloudy-night,0,0,1021.94,Partly Cloudy,22.71,1483581600,8.33,22,14.62,,
9.96,0.35,13.75,0.69,partly-cloudy-night,0,0,1023.29,Partly Cloudy,22.33,1483585200,8.33,25,13.32,,
9.78,0.27,12.94,0.68,partly-cloudy-night,0,0,1024.48,Partly Cloudy,21.85,1483588800,8.33,21,12.45,,
8.53,0.25,12.11,0.66,partly-cloudy-night,0,0,1025.86,Partly Cloudy,21.53,1483592400,8.33,23,14.22,,
8.25,0.53,11.91,0.66,partly-cloudy-night,0,0,1026.91,Partly Cloudy,21.4,1483596000,8.46,28,14.48,,
6.97,0.52,10.75,0.66,partly-cloudy-night,0,0,1028.38,Partly Cloudy,20.37,1483599600,8.33,31,14.4,,
6.83,0.25,9.36,0.62,partly-cloudy-day,0,0,1029.95,Partly Cloudy,20.1,1483603200,8.55,32,13.95,,
6.89,0.25,6.56,0.55,partly-cloudy-day,0,0,1031.38,Partly Cloudy,20.13,1483606800,8.55,31,13.89,,
7.13,0,4.95,0.5,clear-day,0,0,1032.44,Clear,20.47,1483610400,8.55,29,14.33,,
7.21,0,4.97,0.49,clear-day,0,0,1033.01,Clear,21,1483614000,8.55,29,15.67,,
8.11,0.1,6.17,0.51,clear-day,0,0,1033.68,Clear,21.64,1483617600,8.65,27,15.49,,
8.97,0.07,6.75,0.51,clear-day,0,0,1034.21,Clear,21.92,1483621200,8.55,22,14.33,,
8.6,0.16,7.85,0.56,clear-day,0,0,1035.35,Clear,21.21,1483624800,8.47,16,13.19,,
7.69,0.2,7.79,0.57,clear-night,0,0,1036.16,Clear,20.51,1483628400,8.65,18,13.26,,
8.15,0.21,8.11,0.59,clear-night,0,0,1036.89,Clear,20.15,1483632000,8.55,22,11.52,,
7.72,0.07,7.88,0.59,clear-night,0,0,1037.66,Clear,19.91,1483635600,8.55,24,11.75,,
6.9,0.21,7.45,0.59,clear-night,0,0,1038.48,Clear,19.34,1483639200,9.68,26,11.93,,
6.27,0,6.93,0.6,clear-night,0,0,1039.15,Clear,18.53,1483642800,9.68,26,11.25,,
5.98,0,6.94,0.61,clear-night,0,0,1039.66,Clear,18.06,1483646400,9.68,18,10.74,,
6.63,0,6.85,0.61,clear-night,0,0,1039.74,Clear,18.05,1483650000,9.68,31,9.72,,
6.21,0,7.33,0.64,clear-night,0,0,1040.42,Clear,17.41,1483653600,9.68,31,9.17,,
6.56,0,7.6,0.66,clear-night,0,0,1040.64,Clear,17.13,1483657200,9.68,30,8.22,,
7.04,0,8.11,0.69,clear-night,0,0,1040.94,Clear,16.42,1483660800,9.68,39,6.65,,
7.25,0.07,8.45,0.72,clear-night,0,0,1041.35,Clear,15.84,1483664400,9.68,40,5.75,,
7.94,0,8.48,0.73,clear-night,0,0,1041.44,Clear,15.47,1483668000,9.68,51,4.77,,
8.58,0.12,8.43,0.75,clear-night,0,0,1041.67,Clear,15,1483671600,9.68,52,3.9,,
15.07,0.07,8.83,0.76,clear-night,0,0,1041.88,Clear,15.07,1483675200,9.68,47,2.93,,
13.78,0.3,8.17,0.78,partly-cloudy-night,0,0,1042.06,Partly Cloudy,13.78,1483678800,9.63,46,1.84,,
14.43,0.22,9.25,0.79,clear-night,0,0,1041.96,Clear,14.43,1483682400,9.68,43,1.95,,
14.13,0,9.02,0.8,clear-night,0,0,1042.27,Clear,14.13,1483686000,9.68,34,1.81,,
15.06,0,10.01,0.8,clear-day,0,0,1042.5,Clear,15.06,1483689600,9.68,47,2.87,,
18.07,0.1,11.37,0.75,clear-day,0,0,1042.2,Clear,18.07,1483693200,9.7,69,1.16,,
21.61,0,11.17,0.64,clear-day,0,0,1042.14,Clear,21.61,1483696800,8.55,118,1.59,,
23.34,0,9.49,0.55,clear-day,0,0,1041.58,Clear,23.34,1483700400,8.55,181,1.27,,
19.73,0.1,8.39,0.51,clear-day,0,0,1041.05,Clear,23.77,1483704000,8.65,197,3.17,,
19.23,0,9.24,0.53,clear-day,0,0,1040.3,Clear,23.87,1483707600,8.55,205,3.59,,
18.26,0,11.09,0.58,clear-day,0,0,1039.72,Clear,23.71,1483711200,8.33,209,4.19,,
15.99,0.1,11.39,0.65,clear-night,0,0,1039.24,Clear,21.4,1483714800,8.65,199,3.89,,
14.72,0.26,13.32,0.7,partly-cloudy-night,0,0,1039.11,Partly Cloudy,21.68,1483718400,8.55,214,5.22,,
13.93,0.72,14.02,0.71,partly-cloudy-night,0,0,1038.84,Mostly Cloudy,22.11,1483722000,8.55,225,6.58,,
14.57,0.75,14.14,0.67,partly-cloudy-night,0,0,1038.18,Mostly Cloudy,23.41,1483725600,8.65,223,7.73,,
15.27,0.56,14.86,0.66,partly-cloudy-night,0,0,1037.44,Partly Cloudy,24.59,1483729200,9.68,218,8.81,,
15.33,0.95,13.65,0.61,cloudy,0,0,1036.67,Overcast,25.21,1483732800,8.55,219,9.96,,
15.49,0.92,16.19,0.67,partly-cloudy-night,0,0,1035.94,Mostly Cloudy,25.72,1483736400,8.55,222,10.82,,
15.98,0.74,16.01,0.66,partly-cloudy-night,0,0,1035.13,Mostly Cloudy,25.88,1483740000,9.68,222,10.3,,
15.3,0.79,16.91,0.67,partly-cloudy-night,0,0,1034.17,Mostly Cloudy,26.28,1483743600,9.68,216,12.59,,
15.41,0.95,17.3,0.68,cloudy,0,0,1033.19,Overcast,26.48,1483747200,8.38,221,12.91,,
15.28,0.95,17.06,0.67,cloudy,0,0,1032.44,Overcast,26.42,1483750800,9.4,220,13.05,,
15.28,0.83,18.51,0.72,partly-cloudy-night,0,0,1031.16,Mostly Cloudy,26.38,1483754400,7.73,222,12.93,,
14.92,0.86,18.57,0.73,partly-cloudy-night,0,0,1029.87,Mostly Cloudy,26.16,1483758000,8.33,213,13.1,,
15.52,0.95,19.34,0.72,cloudy,0,0,1028.77,Overcast,27.05,1483761600,8.01,218,14.34,,
16,0.98,19.67,0.71,cloudy,0,0,1027.36,Overcast,27.88,1483765200,7.77,218,15.83,,
15.87,0.98,22.62,0.8,cloudy,0,0,1025.77,Overcast,27.85,1483768800,4.79,210,16.05,,
16.25,0.89,25.1,0.89,partly-cloudy-night,0.0016,0.16,1024.89,Mostly Cloudy,27.91,1483772400,2.87,216,15.24,snow,0.016
17.02,0.85,27.44,0.95,fog,0.0054,0.16,1024.27,Foggy,28.78,1483776000,1.76,226,16.2,snow,0.052
18.5,0.78,29.13,0.97,snow,0.0094,0.18,1023.56,Possible Light Snow,29.78,1483779600,2.54,233,15.66,snow,0.084
20.6,0.83,30.17,0.96,snow,0.0093,0.25,1022.56,Possible Light Snow,31.27,1483783200,2.47,238,15.14,snow,0.075
22.75,0.98,31.65,0.97,cloudy,0.0018,0.09,1021.45,Overcast,32.52,1483786800,3.02,245,13.67,snow,0.014
24.04,0.96,32.68,0.97,cloudy,0,0,1020.55,Overcast,33.38,1483790400,3.32,251,13.15,,
26,0.95,33.73,0.98,fog,0.0023,0.16,1019.87,Foggy,34.25,1483794000,1.93,255,11.11,rain,
27.61,0.92,34.42,0.97,fog,0.0007,0.07,1019.68,Foggy,35.13,1483797600,1.55,259,9.99,rain,
28.69,0.94,35.38,0.99,fog,0.0007,0.07,1019.83,Foggy,35.56,1483801200,1.29,264,8.91,rain,
30.27,0.9,35.47,0.99,fog,0,0,1019.86,Foggy,35.61,1483804800,0.87,275,6.36,,
33.13,0.9,35.52,0.99,fog,0,0,1020.53,Foggy,35.81,1483808400,1.08,320,3.4,,
31.62,0.94,35.85,0.99,fog,0,0,1021.16,Foggy,36.01,1483812000,0.83,13,5.2,,
28.79,0.75,34.58,0.99,fog,0.0008,0.08,1021.95,Foggy,34.72,1483815600,1.32,43,6.98,rain,
27.34,0.96,33.73,0.99,cloudy,0.0008,0.08,1022.58,Overcast,33.99,1483819200,3.37,48,7.9,snow,0.006
26.55,0.95,32.78,0.97,cloudy,0,0,1023.7,Overcast,33.46,1483822800,5.31,50,8.11,,
26.43,0.78,31.77,0.94,partly-cloudy-night,0,0,1024.56,Mostly Cloudy,33.24,1483826400,5.87,48,7.89,,
25.16,0.82,30.86,0.95,partly-cloudy-night,0,0,1025.19,Mostly Cloudy,32.14,1483830000,6.1,39,7.78,,
25.62,0.95,30.48,0.94,cloudy,0,0,1025.47,Overcast,31.96,1483833600,6.13,37,6.74,,
25.39,0.94,29.28,0.9,cloudy,0,0,1025.76,Overcast,31.77,1483837200,5.73,33,6.77,,
25.22,0.94,28.98,0.9,cloudy,0,0,1026.04,Overcast,31.65,1483840800,5.63,39,6.8,,
26.64,0.95,29.46,0.92,cloudy,0,0,1026.83,Overcast,31.42,1483844400,6.52,43,4.75,,
25.56,0.95,29.08,0.93,cloudy,0,0,1027.34,Overcast,30.79,1483848000,6.13,53,5.1,,
25.33,0.95,29.14,0.94,cloudy,0,0,1027.99,Overcast,30.55,1483851600,6.09,47,5.04,,
25.5,0.95,29.03,0.95,cloudy,0,0,1028.75,Overcast,30.32,1483855200,6.26,36,4.59,,
25.25,0.9,28.67,0.95,partly-cloudy-night,0,0,1028.73,Mostly Cloudy,29.98,1483858800,5.99,64,4.45,,
30,0.9,28.7,0.95,partly-cloudy-day,0,0,1029.31,Mostly Cloudy,30,1483862400,5.58,64,2.63,,
29.8,0.88,28.74,0.96,partly-cloudy-day,0,0,1029.88,Mostly Cloudy,29.8,1483866000,5.23,18,1.41,,
29.8,0.96,28.89,0.96,cloudy,0,0,1030.3,Overcast,29.8,1483869600,4.67,323,2.04,,
30.44,0.94,29.13,0.95,cloudy,0,0,1030.3,Overcast,30.44,1483873200,4.01,294,2.65,,
30.08,0.95,29.72,0.99,cloudy,0,0,1030.14,Overcast,30.08,1483876800,3.44,281,1.95,,
25.76,0.84,29.89,0.99,partly-cloudy-day,0,0,1029.91,Mostly Cloudy,30.25,1483880400,2.9,273,4.26,,
25.74,0.9,30.01,0.98,partly-cloudy-day,0,0,1029.89,Mostly Cloudy,30.49,1483884000,2.83,270,4.56,,
26.31,0.92,29.93,0.99,partly-cloudy-night,0,0,1029.97,Mostly Cloudy,30.25,1483887600,2.87,273,3.78,,
24.96,0.82,29.9,0.99,partly-cloudy-night,0,0,1029.66,Mostly Cloudy,30.17,1483891200,2.28,252,4.97,,
24.44,0.89,30.16,0.99,partly-cloudy-night,0,0,1029.36,Mostly Cloudy,30.49,1483894800,2.29,259,5.99,,
24.69,0.9,30.42,0.99,partly-cloudy-night,0,0,1028.95,Mostly Cloudy,30.71,1483898400,2.39,251,6.01,,
25.84,0.94,30.52,0.97,cloudy,0,0,1028.81,Overcast,31.2,1483902000,3.13,268,5.33,,
26.14,0.95,30.71,0.92,cloudy,0,0,1028.54,Overcast,32.73,1483905600,6.09,256,7.36,,
26.18,0.95,30.95,0.92,cloudy,0,0,1028.52,Overcast,33.07,1483909200,6.69,254,7.95,,
26.11,0.82,30.8,0.91,partly-cloudy-night,0,0,1028.21,Mostly Cloudy,33.12,1483912800,7.03,253,8.17,,
25.7,0.79,31.09,0.92,partly-cloudy-night,0,0,1027.48,Mostly Cloudy,33.15,1483916400,6.59,250,8.96,,
26.21,0.92,31.29,0.93,partly-cloudy-night,0,0,1027.18,Mostly Cloudy,33.13,1483920000,6.21,249,8.01,,
27.29,0.98,31.87,0.94,cloudy,0,0,1026.94,Overcast,33.31,1483923600,5.96,245,6.7,,
27.18,0.98,32.19,0.96,cloudy,0,0,1026.39,Overcast,33.31,1483927200,5.21,233,6.85,,
27.83,0.95,33.32,0.95,cloudy,0,0,1025.4,Overcast,34.55,1483930800,4.51,238,8.19,,
27.75,0.98,33.93,0.96,cloudy,0,0,1024.81,Overcast,34.99,1483934400,2.48,234,9.37,,
27.44,0.98,34.67,0.98,cloudy,0,0,1024.15,Overcast,35.1,1483938000,2.45,235,10.29,,
27.83,0.98,35.11,0.99,cloudy,0,0,1023.96,Overcast,35.48,1483941600,2.2,231,10.45,,
28.49,0.94,35.56,0.99,cloudy,0,0,1023.61,Overcast,35.93,1483945200,2.37,234,10.25,,
29.19,0.92,35.89,0.98,partly-cloudy-day,0,0,1023.48,Mostly Cloudy,36.34,1483948800,2.46,235,9.83,,
28.95,0.96,36,0.98,cloudy,0,0,1022.98,Overcast,36.46,1483952400,2.41,238,10.66,,
29.94,1,36.63,1,fog,0,0,1022.65,Foggy,36.74,1483956000,1.83,239,9.29,,
30.24,0.98,36.66,0.99,cloudy,0,0,1021.83,Overcast,36.92,1483959600,2.15,234,9.15,,
30.1,0.98,36.82,1,fog,0,0,1021.22,Foggy,36.94,1483963200,1.43,237,9.47,,
30.56,0.98,36.82,0.99,cloudy,0.0009,0.09,1020.53,Overcast,37.07,1483966800,2.09,229,8.87,rain,
30.09,0.94,36.81,0.99,cloudy,0,0,1019.91,Overcast,37,1483970400,3.35,227,9.65,,
29.92,0.98,36.42,0.98,cloudy,0,0,1019.49,Overcast,36.84,1483974000,3.91,227,9.59,,
29.84,0.82,35.92,0.97,partly-cloudy-night,0,0,1019.04,Mostly Cloudy,36.62,1483977600,4.85,213,9.2,,
28.71,0.82,35.11,0.97,partly-cloudy-night,0,0,1018.41,Mostly Cloudy,35.92,1483981200,6.06,199,9.75,,
27.66,0.79,33.1,0.9,partly-cloudy-night,0,0,1017.62,Mostly Cloudy,35.69,1483984800,6.79,181,11.42,,
26.19,0.72,31.72,0.87,partly-cloudy-night,0,0,1017.14,Mostly Cloudy,35.17,1483988400,7.44,184,13.47,,
25.72,0.75,31.65,0.88,partly-cloudy-night,0,0,1016.07,Mostly Cloudy,34.9,1483992000,7.83,182,13.84,,
25.28,0.46,30.97,0.86,partly-cloudy-night,0,0,1015.56,Partly Cloudy,34.72,1483995600,7.68,181,14.43,,
23.54,0.85,30.27,0.87,partly-cloudy-night,0,0,1014.79,Mostly Cloudy,33.85,1483999200,8.03,177,16.22,,
23.32,0.85,29.93,0.87,partly-cloudy-night,0,0,1013.82,Mostly Cloudy,33.46,1484002800,8,178,15.39,,
23.34,0.92,29.13,0.84,partly-cloudy-night,0,0,1013.24,Mostly Cloudy,33.33,1484006400,8.02,183,14.87,,
23.14,0.79,29.71,0.87,partly-cloudy-night,0,0,1012.64,Mostly Cloudy,33.26,1484010000,8.05,177,15.17,,
22.76,0.83,29.63,0.87,partly-cloudy-night,0,0,1011.84,Mostly Cloudy,33.06,1484013600,7.19,166,15.55,,
22.81,0.91,30.59,0.9,partly-cloudy-night,0,0,1011.12,Mostly Cloudy,33.19,1484017200,6.46,160,15.86,,
23.11,0.92,31.11,0.91,partly-cloudy-night,0,0,1010.42,Mostly Cloudy,33.42,1484020800,6.04,161,15.87,,
23.8,0.95,31.72,0.92,cloudy,0,0,1009.97,Overcast,33.74,1484024400,5.52,159,15.04,,
23.82,0.84,31.93,0.92,partly-cloudy-night,0,0,1010.07,Mostly Cloudy,34.09,1484028000,6,158,16.3,,
24.32,0.72,31.93,0.89,partly-cloudy-night,0.0007,0.07,1010.2,Mostly Cloudy,34.71,1484031600,6.44,159,17.29,rain,
23.62,0.8,31.07,0.88,partly-cloudy-day,0,0,1010.38,Mostly Cloudy,34.31,1484035200,6.8,160,17.9,,
23.65,0.76,31.55,0.91,partly-cloudy-day,0,0,1010.61,Mostly Cloudy,33.94,1484038800,6.19,165,16.28,,
23.79,0.85,31.17,0.9,partly-cloudy-day,0,0,1010.57,Mostly Cloudy,33.8,1484042400,6.27,167,15.32,,
24.77,0.74,31.49,0.88,partly-cloudy-day,0,0,1010.25,Mostly Cloudy,34.64,1484046000,6.58,170,15.59,,
24.64,0.7,30.93,0.86,partly-cloudy-day,0,0,1009.9,Mostly Cloudy,34.76,1484049600,6.99,170,16.48,,
24.52,0.85,31.36,0.89,partly-cloudy-day,0,0,1009.71,Mostly Cloudy,34.36,1484053200,6.75,169,15.28,,
23.72,0.88,30.15,0.88,partly-cloudy-day,0,0,1009.87,Mostly Cloudy,33.4,1484056800,6.63,164,14.08,,
