Day of week,Wholesale ($/kWh),Retail ($/kWh),Wholesale w variance ($/kWh),Retail w variance ($/kWh),Bldg Load (kWh),Wind Production (kWh),PV generation (kWh),GHI (Irradiance),apparentTemperature,cloudCover,precipIntensity,windSpeed
7,0.029172501,0.095829196,0.036053334,0.091277294,2692.2,1255.47,0,0,32.88,0.75,0,5.59
7,0.029847902,0.096531848,0.026409054,0.106224978,2666.9,1485.87,3,0.002876604,31.69,0.75,0,6.76
7,0.030169146,0.100230353,0.029312863,0.095608075,2509.5,1600.3,37,0.024526744,32.25,1,0,5.44
7,0.029893423,0.096935335,0.028848686,0.087628915,2546.4,1401.24,102,0.057009326,33.22,1,0,4.2
7,0.029490307,0.099043455,0.028924432,0.113413712,2540.7,1360.49,127,0.132401442,34.03,1,0,3.6
7,0.029340981,0.095961302,0.029257032,0.070127604,2596.9,1252.52,170,0.124887114,34.8,1,0,3.14
7,0.028950476,0.096250464,0.027767388,0.093864628,2743.8,1747.81,161,0.116635282,34.56,1,0,3.14
7,0.028682203,0.096460205,0.025495708,0.076233958,2551.5,1444.75,170,0.07916298,36.98,1,0,2.88
7,0.029288997,0.096337332,0.028425277,0.101924365,2589.6,1802.64,62,0.052094304,36.76,1,0,1.98
7,0.030401796,0.101145497,0.030232536,0.100458062,2571.1,1940.07,17,0.010450031,36.56,1,0,2.05
7,0.03110898,0.10208917,0.028728682,0.09787813,2590.7,1671.77,0,9.24E-05,35.98,1,0.0022,1.29
7,0.030436025,0.09825337,0.033002469,0.099065311,2477.3,1781.15,0,0,35.8,1,0,1.05
7,0.028764681,0.094865711,0.029520834,0.099245119,2625.7,1951.75,0,0,35.63,0.94,0,1.05
7,0.027853979,0.093074978,0.022626531,0.061429124,2595.5,1573.1,0,0,35.41,0.98,0,2.77
7,0.027956101,0.091804948,0.032024204,0.10435929,2457.6,1787.82,0,0,32.02,0.91,0,3.61
7,0.027507004,0.090695471,0.027320161,0.065293577,2622.2,1319.65,0,0,31.49,0.91,0,4.2
7,0.026383324,0.087903638,0.031422725,0.100641961,2597.7,1415.85,0,0,32.58,0.91,0,3.22
1,0.025355745,0.086746015,0.019183335,0.099998884,2525.9,2090.38,0,0,32.01,0.91,0.0009,3.53
1,0.025210241,0.082890091,0.030294294,0.088770802,2460.5,1402.64,0,0,34.91,0.95,0.0007,2.13
1,0.025308248,0.085076926,0.025883025,0.080824294,2537.8,1468.61,0,0,35.01,0.74,0,1.46
1,0.024805821,0.085233394,0.019661909,0.056362718,2654.9,1486.62,0,0,35.13,0.74,0,2.35
1,0.026073379,0.085746978,0.027208553,0.086953024,2579.7,1422.8,0,0,32.66,0.86,0,3.26
1,0.02658558,0.089023686,0.018852328,0.081719855,2740.2,1733.85,0,0,31.64,0.94,0,4.57
1,0.027696522,0.090983708,0.024818342,0.089619856,2550.5,2148.98,0,0,32.19,1,0.0009,4.39
1,0.028800007,0.096083933,0.029827258,0.086439673,2692.5,1659.84,0,0,32.07,0.97,0,4.5
1,0.029868462,0.098427129,0.028651445,0.098566651,2666,1902.31,2,0.002522027,32.77,0.94,0,4.16
1,0.030149547,0.098432085,0.026966485,0.0938348,2509.8,1666.64,27,0.023228501,32.38,0.92,0,4.86
1,0.02977682,0.099969382,0.023403788,0.101093017,2547.3,1653.56,89,0.057788702,32.5,0.97,0,4.89
1,0.029672913,0.096892912,0.028366651,0.10880316,2541.2,1298.79,106,0.092727127,32.85,0.96,0,5
1,0.029274555,0.095063638,0.031214286,0.092529625,2597.9,1253.87,131,0.08489473,32.61,0.92,0,5.58
1,0.028801079,0.094512042,0.026017686,0.072834645,2744.2,1200.9,191,0.100846025,32.64,0.96,0,5.56
1,0.029223162,0.095336014,0.03211868,0.090525869,2551.5,1487.22,130,0.068918075,33.26,0.92,0,4.71
1,0.029207639,0.097146684,0.025734833,0.089607136,2590.4,1501.71,55,0.038743717,33.37,0.87,0.0009,4.52
1,0.030064398,0.101297799,0.026449537,0.091222876,2571,1973.6,18,0.010716593,32.88,0.97,0,4.9
1,0.030785616,0.102918669,0.039579607,0.103054452,2590.7,1697.29,0,0.000111915,32.7,0.76,0,5.02
1,0.029977987,0.099733641,0.02354172,0.108576027,2478.5,2156.7,0,0,32.23,0.87,0,5.42
1,0.029141837,0.096292325,0.029942216,0.118034503,2625.7,1966.9,0,0,31.82,0.92,0,5.64
1,0.02800382,0.092964159,0.033933532,0.085645311,2595.2,1547.22,0,0,32.13,0.83,0,4.57
1,0.027529204,0.094043054,0.029739306,0.080543643,2456.6,2186.29,0,0,32.62,0.92,0,4.02
1,0.027463046,0.088314072,0.029982961,0.087785956,2622.4,1905.36,0,0,31.71,0.95,0,4.8
1,0.026460782,0.087725245,0.028414296,0.092266647,2597,2195.83,0,0,31.2,0.98,0,4.76
2,0.02601461,0.085591075,0.023630739,0.089224699,2526.6,2220.53,0,0,30.95,1,0,4.78
2,0.0257621,0.084876806,0.028040929,0.091053584,2460.8,1071.71,0,0,31.42,0.96,0,4.16
2,0.025360051,0.082483841,0.022229922,0.074887134,2537,1301.33,0,0,31.02,0.94,0,3.63
2,0.025747011,0.083378243,0.02509255,0.086267694,2655.1,1581.18,0,0,30.33,0.95,0,4.23
2,0.02609554,0.085796166,0.029629625,0.094980658,2579,2076.47,0,0,30.39,0.92,0,4.02
2,0.026063366,0.08753253,0.033602488,0.077461701,2740.4,1350.2,0,0,31.44,0.96,0,3.56
2,0.027234547,0.089959141,0.028703836,0.095363376,2550.3,1557.05,0,0,29.43,0.92,0,5.74
2,0.029256145,0.096967402,0.035727173,0.093950489,2692.6,2052.3,0,0,29.11,0.95,0,6.37
2,0.029952562,0.099213163,0.028135375,0.111515517,2666,1915.15,2,0.001928861,29.18,0.92,0,6.26
2,0.029946332,0.097152121,0.021854179,0.069195336,2509.7,1662,33,0.024824397,28.93,0.96,0,6.53
2,0.029855814,0.097481302,0.027344943,0.125706146,2546.5,1512.24,101,0.047978932,30.59,0.97,0,4.78
2,0.029064504,0.097449184,0.033169304,0.092775591,2540.6,1489.79,125,0.078434733,29.5,0.96,0,6.71
2,0.028749543,0.095145799,0.030819468,0.083767745,2596.9,1414.93,148,0.109296298,29.07,0.92,0,8.29
2,0.028890408,0.095729791,0.033243106,0.100136252,2744.2,1568.86,185,0.120677379,29.01,0.92,0,9.41
2,0.029095794,0.096775586,0.028693116,0.094101058,2551.6,1715.58,114,0.081522215,29.64,0.78,0,8.84
2,0.029190819,0.096229248,0.027195418,0.088229324,2589.6,1799.82,65,0.029222962,29.83,0.67,0,8.35
2,0.03089428,0.099213957,0.030659833,0.127192949,2572,1961.89,11,0.01111107,29.42,0.19,0,7.75
2,0.03095984,0.104634781,0.025928814,0.107454737,2590.9,2109.98,0,0.000135833,27.8,0,0,7.6
2,0.030030266,0.100943509,0.036545637,0.084866029,2478.4,2082.73,0,0,27.35,0.34,0,8.34
2,0.029141405,0.095368974,0.02892073,0.087516111,2625.7,1984.63,0,0,27.55,0.14,0,7.99
2,0.028308324,0.091513049,0.038040919,0.086699863,2596,2159.89,0,0,26.87,0.42,0,8.55
2,0.027036194,0.091540539,0.0275195,0.06700607,2456.9,2123.46,0,0,27.61,0.46,0,8.99
2,0.027009955,0.090240893,0.03606432,0.066965366,2622.8,1893.09,0,0,28.52,0.8,0,7.83
2,0.026781788,0.087122148,0.027852359,0.060424449,2596.9,1396.94,0,0,29.24,0.74,0,7.7
3,0.026236248,0.085019931,0.033918823,0.069775005,2526.4,1634.28,0,0,28.34,0.81,0,8.81
3,0.025348945,0.085684255,0.033657739,0.096773847,2460.6,1475.78,0,0,28.14,0.92,0,9.58
3,0.025457815,0.084018655,0.026789497,0.065931986,2537.4,1700.17,0,0,27.39,0.94,0,9.12
3,0.025417601,0.084101148,0.029763651,0.06854194,2655.7,1886.26,0,0,26.23,0.96,0,9.53
3,0.025992508,0.086305616,0.025273359,0.100236686,2579.2,1635.44,0,0,26.38,0.94,0,9.48
3,0.026668191,0.086432507,0.025369331,0.07956647,2740,1523.05,0,0,26.81,0.92,0,8.39
3,0.027266824,0.090709981,0.022481896,0.096686346,2549.5,1430.96,0,0,28.28,0.89,0,8.1
3,0.028969918,0.096977753,0.030162865,0.073628335,2692,1785.03,0,0,28.55,0.95,0,7.75
3,0.029757744,0.097953104,0.024443483,0.104151172,2666.3,1611.35,3,0.002843462,29.49,0.91,0,7.28
3,0.030109301,0.097510592,0.025788271,0.110204532,2509.9,1978.37,35,0.022107892,29.24,0.94,0,8.19
3,0.029848023,0.097831808,0.029968979,0.130257728,2547.6,1235.81,64,0.072455404,29.53,0.97,0,8.77
3,0.029481088,0.097449954,0.030803755,0.101897472,2540.9,1226.33,180,0.101442115,30.06,0.98,0,8.97
3,0.029017796,0.097514879,0.022759101,0.082303838,2596.5,1613.82,146,0.076105078,30.4,0.98,0,9
3,0.028505656,0.095867248,0.023548131,0.111154566,2744.6,1629.04,159,0.123187193,31.14,0.91,0,8.35
3,0.029052488,0.094739135,0.028203096,0.096290672,2551.6,1288.39,136,0.099404523,31.51,0.92,0,7.87
3,0.029295212,0.096227908,0.02947879,0.078352465,2589.9,1587.47,61,0.046800489,32.14,0.98,0,7.58
3,0.030775263,0.099110039,0.032369239,0.094736602,2570.9,1729.05,18,0.01214501,32.39,0.98,0,7.38
3,0.031343299,0.10344468,0.029813967,0.085361054,2590,1783.38,0,0.000174907,32.76,0.98,0,6.79
3,0.02969665,0.098137968,0.032233769,0.096962382,2477.6,1899.96,0,0,33.94,0.94,0,5.27
3,0.029252756,0.095177591,0.037892605,0.092856639,2626.7,1843.73,0,0,33.31,0.94,0,6.75
3,0.028478127,0.093015955,0.028695063,0.080787657,2596.2,1472.86,0,0,33.65,0.76,0,6.72
3,0.028044895,0.091141163,0.03375988,0.086749706,2456.3,1882.88,0,0,32.9,0.91,0,7.16
3,0.027518441,0.088894101,0.027130717,0.102064378,2622.6,1638.91,0,0,33.16,0.83,0,6.86
3,0.025850298,0.087965532,0.03445983,0.07028601,2597.1,1756.82,0,0,33.15,0.91,0,6.63
4,0.025912377,0.085475333,0.024161171,0.080494863,2526.6,1711.21,0,0,32.56,0.95,0,7.73
4,0.025668389,0.08450063,0.022449363,0.064544244,2460.8,1224.32,0,0,32.5,0.95,0,7.45
4,0.025361954,0.083673881,0.022508875,0.079824451,2537.4,2145.65,0,0,32.16,0.98,0,7.26
4,0.02546768,0.083634726,0.031668576,0.102184192,2654.9,1351.75,0,0,31.37,0.82,0,7.37
4,0.026318727,0.082632679,0.02778086,0.118874708,2578.4,1365.92,0,0,30.18,0.96,0,7.88
4,0.026069282,0.087430274,0.027314749,0.081419678,2740.3,1548.6,0,0,27.43,0.87,0,9.36
4,0.027323957,0.091211289,0.035400009,0.089406975,2550.1,2103.28,0,0,26.84,0.83,0,9.69
4,0.029392058,0.095099893,0.030382857,0.076319828,2692.1,1319.61,0,0,26.04,0.86,0,10.44
4,0.030318104,0.09736502,0.028962783,0.091048826,2665.9,1174,2,0.002025703,25.94,0.95,0,10.03
4,0.029144657,0.099058071,0.026934091,0.089291635,2509.4,1327.45,31,0.016501851,26.37,0.98,0,8.97
4,0.030010886,0.097267766,0.031301885,0.09194256,2547,1734.49,73,0.067194465,26.68,0.98,0,8.05
4,0.030272121,0.096045632,0.025825954,0.116463953,2540.8,1291.83,149,0.082203717,26.59,0.95,0,9.04
4,0.029096891,0.096025639,0.033856741,0.104675607,2596.8,1084.51,145,0.144201468,27.05,0.83,0,8.47
4,0.028652089,0.095815051,0.027387918,0.113105273,2744.4,1564.31,167,0.102417459,26.18,0.79,0,10.5
4,0.028890265,0.094672637,0.033576738,0.112427405,2551.9,1587.71,143,0.089044253,27.03,0.79,0,9.48
4,0.028937427,0.096920085,0.031432528,0.090959267,2590.1,1584.88,66,0.048574102,27.33,0.83,0,8.84
4,0.029990708,0.100412368,0.036837563,0.108297777,2571.2,2075.55,16,0.007324407,26.45,0.82,0,8.09
4,0.031042548,0.10220301,0.028786107,0.07878041,2590.6,1649.22,0,0.000154962,26.3,0.92,0,7.8
4,0.030427772,0.101416423,0.026317175,0.11226121,2477.7,1594.69,0,0,25.59,0.95,0,7.75
4,0.028645229,0.096042051,0.026860101,0.084914457,2625.3,2093.41,0,0,25.87,0.95,0,6.93
4,0.028469216,0.091930708,0.028429681,0.108125417,2596,1765.07,0,0,26.63,0.91,0,6.24
4,0.027677868,0.092034823,0.023745464,0.101672228,2457.3,1110,0,0,27.04,0.92,0,6.29
4,0.027302201,0.090287337,0.022743259,0.089914979,2622.6,1799.93,0,0,27.72,0.96,0,5.89
4,0.026309156,0.087407478,0.021404897,0.087769159,2597.9,1991.5,0,0,27.73,1,0,5.73
5,0.026197868,0.086870374,0.026877069,0.088890309,2526,1558.46,0,0,26.96,0.97,0,6.43
5,0.025558093,0.083613168,0.030018154,0.079056641,2461.3,1617.06,0,0,25.44,0.97,0,7.26
5,0.025733583,0.083737685,0.031951014,0.089169882,2537,1542.29,0,0,24.57,0.76,0,8.01
5,0.025399371,0.083807955,0.026664354,0.060450466,2655.4,1568.26,0,0,24.58,1,0,7.52
5,0.025811586,0.085550152,0.023812267,0.078374689,2579,1313.13,0,0,24.78,0.98,0,6.88
5,0.026189117,0.086072993,0.022795608,0.079635908,2739.9,1823.15,0,0,24.85,0.95,0,6.17
5,0.027400363,0.089684833,0.029281233,0.086914878,2549.1,1226.79,0,0,24.89,0.95,0,5.44
5,0.028988624,0.093899107,0.021919194,0.099501569,2691.9,1407.99,0,0,25.49,0.96,0,5.18
5,0.029704746,0.097748673,0.031107553,0.10964167,2666.2,2078.99,2,0.002706556,25.47,0.95,0,4.95
5,0.029993207,0.099164416,0.031594522,0.099614953,2509.7,1577.47,35,0.028436351,30.56,0.97,0,2.12
5,0.029978836,0.097573217,0.029387086,0.119848383,2546.9,1771.03,84,0.06784875,30.79,0.82,0,1.38
5,0.029471004,0.09815497,0.024409338,0.075556407,2540.9,1625.44,152,0.089994706,31.52,0.85,0,1.44
5,0.028909361,0.095986309,0.030926133,0.102476165,2597.2,1164.91,150,0.110117849,33.13,0.83,0,2.94
5,0.0287664,0.094544882,0.028843487,0.121075242,2744.7,1741.92,143,0.104037123,30.61,0.74,0,3.79
5,0.029153891,0.095676782,0.023618692,0.073776026,2551.8,1403.49,114,0.077215323,29.99,0.85,0,4.38
5,0.02911299,0.096487515,0.028491002,0.092769102,2590.3,1614.33,66,0.049865946,31.36,0.89,0,3.5
5,0.030905252,0.100347239,0.030476509,0.08365754,2570.9,1626.33,13,0.014170551,31.24,0.84,0,3.26
5,0.031161868,0.103527269,0.029781173,0.101461277,2590.4,1789.82,0,0.000149826,29.47,0.98,0,3.93
5,0.030265685,0.100223287,0.033533611,0.10906661,2478.5,1570.97,0,0,28.65,0.95,0,4.72
5,0.028604177,0.093781906,0.025024428,0.105963395,2625.9,1853.42,0,0,27.32,0.93,0,5.98
5,0.027676275,0.092750478,0.025994132,0.089192799,2596,1747.07,0,0,27.5,0.98,0,6.04
5,0.027282159,0.091589826,0.023145072,0.096900965,2457.1,2018.59,0,0,27.88,0.95,0,5.52
5,0.027269048,0.090224057,0.018606439,0.106983011,2622.4,1740.96,0,0,28.01,0.81,0,5.81
5,0.026457642,0.086520387,0.018473079,0.092664464,2597.3,1573.03,0,0,28.87,0.72,0,4.89
6,0.026076348,0.084462134,0.035338668,0.102177314,2526.4,1892.53,0,0,29.54,0.7,0,3.64
6,0.025828123,0.084235218,0.026726125,0.076238187,2460.7,1958.95,0,0,28.73,0.32,0,3.39
6,0.025010605,0.084445208,0.033328354,0.078783038,2537.1,1471.15,0,0,27.59,0.32,0,3.63
6,0.025611057,0.083792163,0.030918865,0.092070189,2655.3,1901.44,0,0,26.91,0.59,0,5.46
6,0.025987455,0.087551479,0.033148449,0.081412715,2579.5,1738.46,0,0,26.38,0.55,0,5.19
6,0.026844364,0.086844014,0.025782806,0.062841636,2740,1790.81,0,0,25.73,0.14,0,5.55
6,0.027367971,0.090575372,0.033999682,0.092503589,2550.1,1727.06,0,0,24.87,0.14,0,6.44
6,0.029176689,0.094430891,0.031669282,0.111262301,2691.3,1435.4,0,0,24.76,0.26,0,7.6
6,0.029912222,0.099282673,0.037459551,0.098121594,2666.7,1419.82,3,0.002450287,24.99,0.14,0,7.74
6,0.029369395,0.098089516,0.032685025,0.071306789,2509.9,1323.45,31,0.025253065,26.29,0.14,0,8.39
6,0.029560095,0.096402157,0.039785517,0.103338919,2546.6,1845.28,91,0.04296657,27.64,0.04,0,9.45
6,0.029211563,0.097298144,0.026810451,0.086159053,2540.9,1172.68,166,0.10422388,28.97,0,0,9.91
6,0.029690105,0.096913786,0.035777971,0.07879569,2596.3,1647.04,181,0.118395433,30.19,0,0,10.69
6,0.028194113,0.095849992,0.031105912,0.11193328,2744.3,1390.38,154,0.117544355,30.19,0,0,11.36
6,0.029043599,0.095676393,0.025138659,0.106632214,2551.4,1443.32,89,0.092253701,30.32,0,0,10.64
6,0.028778357,0.096497492,0.037602077,0.098812895,2590,1266.26,63,0.048788869,29.83,0,0,10.31
6,0.030328819,0.099728093,0.032400319,0.110941041,2570.6,1536.76,14,0.011301553,28.11,0,0,10.52
6,0.031196137,0.103015103,0.030420637,0.084175229,2590.3,1863.04,0,0.000124648,27.63,0,0,9.16
6,0.030390577,0.099868963,0.030820531,0.097973652,2478.1,2116.77,0,0,26.34,0,0,10.52
6,0.029025733,0.095169482,0.030680938,0.089969883,2625.9,1721.08,0,0,26.63,0,0,9.67
6,0.02829735,0.093617849,0.029138973,0.091742884,2595.7,2256.33,0,0,27.06,0,0,8.76
6,0.027280098,0.090359787,0.028786696,0.082432018,2456.6,2052.41,0,0,26.78,0,0.0007,8.37
6,0.027284986,0.088094682,0.03146348,0.09491184,2622.5,1858.78,0,0,26.15,0,0,7.4
6,0.026171249,0.087309565,0.023399009,0.077919107,2597,1553.03,0,0,26.94,0,0,5.58
7,0.026164811,0.085945824,0.03204509,0.085509639,2526.5,1763.59,0,0,26.03,0,0,5.12
7,0.025240295,0.08533296,0.020030252,0.073459546,2460.7,1654.48,0,0,26.13,0,0,4.86
7,0.025229863,0.084196386,0.0240472,0.102423341,2537.2,2055.92,0,0,25.8,0,0,4.31
7,0.025459476,0.085469458,0.032366277,0.074756188,2655.4,1514.28,0,0,24.86,0,0,5.1
7,0.026075301,0.085857603,0.024054734,0.064118423,2579.4,1455.21,0,0,25.36,0,0,4.65
7,0.026400098,0.087332412,0.02708887,0.093520895,2740,1515.92,0,0,24.8,0,0,5.39
7,0.027065048,0.09089493,0.024484524,0.090298332,2549.9,1954.24,0,0,24.99,0,0,4.37
7,0.028699193,0.095641106,0.026402213,0.083513502,2691.8,1470.1,0,0,23.59,0,0,5.77
7,0.029865115,0.097438739,0.033875211,0.080405256,2665.9,2334.47,2,0.002164264,24.02,0,0,5.99
7,0.029648122,0.096923885,0.034986381,0.091596991,2509.5,1731.77,34,0.021731578,25.2,0,0,7.03
7,0.029529648,0.097925594,0.026262215,0.074631528,2546.7,1871.93,73,0.069797997,28.02,0.04,0,7.12
7,0.029253711,0.096946184,0.02615324,0.067629271,2541,1736.66,142,0.092617528,29.81,0,0,8.09
7,0.030047324,0.095822281,0.029049583,0.076480119,2596.9,1752.68,172,0.129541663,30.49,0,0,8.57
7,0.028919257,0.095251366,0.027850828,0.096753548,2743.5,1590.44,136,0.124247378,31.51,0.04,0,8.15
7,0.029425923,0.095449705,0.035152747,0.105443753,2551.6,1812.68,87,0.088158418,31.65,0,0,7.9
7,0.029628724,0.096403347,0.026384653,0.084864763,2590.2,1407.79,50,0.03405329,31.11,0,0,7.59
7,0.030903477,0.101257083,0.028258414,0.118235121,2570.9,1050.1,15,0.011629394,29.36,0.04,0,8.13
7,0.031018338,0.101695138,0.032222479,0.093338303,2590.6,1841.2,0,0.000109425,28.4,0,0,7.29
7,0.030324117,0.100526275,0.035005601,0.088296093,2478.3,2144.05,0,0,27.13,0,0,8.35
7,0.028423909,0.093618145,0.028380397,0.098985861,2626,1698.87,0,0,26.81,0,0,8.28
7,0.028351884,0.09431382,0.027197818,0.093059243,2596,1785.36,0,0,26.21,0.23,0,8.01
7,0.027466535,0.091861398,0.034574534,0.095119694,2457.4,1672.62,0,0,25.09,0.06,0,9.8
7,0.027141643,0.088914892,0.028677112,0.102218321,2622.9,1861.32,0,0,24.27,0.32,0,10.7
7,0.026106721,0.087738939,0.03111501,0.074291547,2597.4,1277.15,0,0,23.06,0.47,0,9.99
1,0.02550138,0.085570477,0.020741851,0.094560808,2526,1548.21,0,0,23.15,0.59,0,8.32
1,0.025191549,0.083665103,0.025519831,0.094451041,2460.6,1334.06,0,0,23.64,0.54,0,7.1
1,0.025553072,0.08466586,0.021584454,0.080636842,2537.1,1380.84,0,0,23.1,0.26,0,6.72
1,0.025571214,0.084120503,0.027907969,0.077966914,2655.2,1512.39,0,0,23.42,0.61,0,6.43
1,0.025528027,0.086344094,0.030291152,0.105952542,2579.7,1532.13,0,0,22.37,0.58,0,7.44
1,0.026494715,0.08706414,0.027652263,0.102555288,2739.9,1355.18,0,0,22.67,0.61,0,7.99
1,0.027823651,0.091639898,0.025836404,0.082455215,2549.7,1721.01,0,0,22.68,0.35,0,6.63
1,0.028818293,0.095970387,0.027496042,0.091852268,2692.3,1041.95,0,0,23.11,0.72,0,8.84
1,0.02991188,0.098967615,0.031132411,0.107690511,2666,1588.28,2,0.002655203,25.06,0.76,0,8.14
1,0.029645707,0.098277605,0.022827443,0.096854026,2509.1,1505.95,36,0.022297891,27.04,0.45,0,6.63
1,0.029893103,0.098268223,0.035902856,0.098375137,2546.7,1192.04,76,0.067172392,27.98,0.87,0,7.74
1,0.029064992,0.096162869,0.026443409,0.092983095,2540.7,1079.46,134,0.088839604,29.74,0.92,0,7.56
1,0.028902952,0.095212459,0.036157576,0.100561652,2596.6,1645.61,161,0.150239058,30.11,0.8,0,8.66
1,0.028877916,0.096790835,0.025023475,0.10373136,2743.9,1810.19,178,0.123051481,30.07,0.89,0,9.23
1,0.028696747,0.096185073,0.034667797,0.107186816,2551.5,1414.88,120,0.078070854,29.96,0.8,0,9.47
1,0.029495744,0.096178889,0.026522599,0.092102974,2590.4,1883.47,57,0.039053668,30.52,0.87,0,8.74
1,0.029953703,0.10031016,0.036340929,0.091357462,2571,1855.68,15,0.012668789,30,0.93,0,8.97
1,0.030805299,0.103135235,0.033867996,0.066153804,2591.3,2165.34,0,0.000119623,29.92,0.76,0.0041,8.65
1,0.030289539,0.099072058,0.034683544,0.085950536,2477.8,2083.23,0,0,29.79,0.79,0.0099,9.78
1,0.02881151,0.096819925,0.030278409,0.088643043,2626.1,1809.11,0,0,29.95,0.75,0.0018,10.06
1,0.028404738,0.092669978,0.026619333,0.092381752,2596.1,1419.64,0,0,30.8,0.76,0,9.14
1,0.027856454,0.091322095,0.033380564,0.113680719,2456.9,1750.15,0,0,30.74,0.75,0,9.48
1,0.026694061,0.089431642,0.026460811,0.122103263,2622.8,1421.42,0,0,31.32,0.75,0,9.47
1,0.02610102,0.086675012,0.022248584,0.087674008,2597.9,1872.86,0,0,30.55,0.78,0,9.33
2,0.026314374,0.085692221,0.017700012,0.083536945,2526.5,1370.13,0,0,31.52,0.75,0,8.9
2,0.025604016,0.084283828,0.023334507,0.070959833,2460.6,1795.36,0,0,30.97,0.67,0,8.61
2,0.025656214,0.083731651,0.021790792,0.070968899,2536.9,1979.12,0,0,30.48,1,0,8.6
2,0.025322298,0.083905893,0.026760059,0.093978715,2655.7,1776.77,0,0,32.17,0.71,0,5.58
2,0.025754241,0.086707828,0.022975007,0.098683339,2578.5,1851.74,0,0,31.22,0.78,0,5.1
2,0.026170695,0.087206098,0.019668314,0.087382394,2740.4,1755.26,0,0,31.36,0.5,0,5.13
2,0.026980807,0.090125593,0.032478962,0.088928615,2549.8,1485.76,0,0,30.88,0.42,0,4.78
2,0.029094109,0.095350306,0.032943591,0.111047653,2692.3,1548.78,0,0,31.68,0.75,0,3.65
2,0.029730182,0.097819452,0.040598348,0.097620038,2666,1818.64,2,0.002374506,34.93,0.37,0,2.98
2,0.029682114,0.098599235,0.029085738,0.081942859,2510.2,1199.49,34,0.023550241,31.92,0.68,0,4.24
2,0.029769317,0.098152269,0.037911183,0.080754563,2546.4,1557.76,70,0.056834278,31.51,0.74,0,4.89
2,0.029971386,0.098244435,0.035906902,0.112314228,2540.7,1667.82,145,0.113158445,32.46,0.75,0,4.92
2,0.028782811,0.094820482,0.034053589,0.110446239,2597.3,1513.92,155,0.116430941,32.2,0.78,0,5.6
2,0.029307839,0.095524774,0.031192758,0.098778047,2743.9,1484.99,162,0.137512594,31.82,0.74,0,6.48
2,0.028965253,0.095639785,0.02668229,0.073137883,2552.2,1992.68,112,0.074761202,32.1,0.83,0,7.54
2,0.029287457,0.097873967,0.028328618,0.101228645,2590.3,1669.69,65,0.039441107,32.91,0.83,0,5.89
2,0.029967418,0.100709011,0.035710753,0.125882435,2571.7,1919.33,16,0.008224306,31.49,0.82,0,7.43
2,0.03123761,0.103307828,0.025975991,0.116023428,2591.1,2089.64,0,0.000180909,31.05,0.79,0,8.34
2,0.029901353,0.099949145,0.023039743,0.07501688,2477.6,1753.23,0,0,29.64,0.64,0,9.76
2,0.02842102,0.095431693,0.027031648,0.08529907,2626.2,2026.31,0,0,29.41,0.44,0,10.8
2,0.028146227,0.092656367,0.039894248,0.100745351,2595.4,1806.62,0,0,29.42,0.79,0,10.58
2,0.027877627,0.091718915,0.029709942,0.102323671,2456.2,1904.8,0,0,29.42,0.72,0,10.67
2,0.027524702,0.088250574,0.025340691,0.098919217,2622.7,1519.44,0,0,29.25,0.76,0,11.42
2,0.026577347,0.087639113,0.030242716,0.088973456,2597.9,1923.31,0,0,29.08,0.78,0,11.84
3,0.026351191,0.084799431,0.020919013,0.083339192,2526.3,1387.22,0,0,28.88,0.72,0,12.26
3,0.02558289,0.085196174,0.031851485,0.08411973,2460.4,1368.1,0,0,28.75,0.85,0,12.44
3,0.025843079,0.084045557,0.027813729,0.103275259,2537.1,1272.04,0,0,28.6,0.75,0,12.45
3,0.025525199,0.083050906,0.019957977,0.08962752,2654.9,1919.04,0,0,27.93,0.91,0,13.82
3,0.025775607,0.08539389,0.03195079,0.077002986,2579.3,1684.58,0,0,27.62,0.78,0,13.84
3,0.026015075,0.085946916,0.02298186,0.0711232,2740.4,1969.92,0,0,27.55,0.95,0,12.64
3,0.02722227,0.089896416,0.029591295,0.091579493,2550,1588.19,0,0,27.8,0.97,0,12.48
3,0.029301081,0.09489114,0.028885544,0.107847072,2691.8,1499.57,0,0,28.45,1,0,10.69
3,0.02975069,0.098041405,0.035132609,0.117553243,2666.3,1784.61,2,0.0017234,28.06,0.93,0,11.89
3,0.029789162,0.097566013,0.035437145,0.103639795,2509.7,1720.46,25,0.023019623,28.95,1,0,10.59
3,0.029050773,0.098714731,0.028396245,0.078336295,2546.3,1373.67,85,0.041887941,28.48,0.92,0,11.99
3,0.02918104,0.096688686,0.030782395,0.104690156,2540.9,1454.62,121,0.100848396,28.93,0.97,0,11.03
3,0.029175204,0.096070991,0.028157722,0.106667255,2597.1,2037.45,200,0.105045037,28.85,1,0,11.23
3,0.02877412,0.095945952,0.030403552,0.099525454,2744,1242.85,142,0.115579638,28.82,0.96,0,11.16
3,0.028823154,0.095928792,0.032986586,0.114610484,2551.6,1522.41,105,0.074678536,28.31,1,0,10.34
3,0.028771206,0.097644222,0.02164823,0.103233715,2590.6,1471.16,77,0.051001649,27.94,0.95,0,10.68
3,0.030512862,0.098410024,0.03187127,0.111500785,2571.2,1297.76,17,0.011432249,28.15,0.96,0,10.21
3,0.030896068,0.103954223,0.039013367,0.108016635,2590.3,1966.69,0,0.000146865,28.92,0.97,0,8.07
